Postcode,Total,Males,Females,Occupied_Households,Number of connections, Average Speed/Mbps , Median Speed/Mbps , Maximum Speed/Mbps
MK401AJ,10,8,2,10,3,>=30,>=30,>=30
MK401AL,1,0,1,1,2,N/A,N/A,N/A
MK401AN,9,3,6,6,3,19.4,19.5,22
MK401AQ,36,17,19,20,21,22,17.6,>=30
MK401BL,74,42,32,39,27,25,19.3,>=30
MK401BN,102,53,49,50,44,26.2,18.2,>=30
MK401BP,22,13,9,11,<3,N/A,N/A,N/A
MK401BS,19,10,9,15,13,>=30,>=30,>=30
MK401BY,3,3,0,3,5,8.8,8.6,15.2
MK401DA,19,15,4,6,7,19.3,19.8,>=30
MK401DG,149,84,65,50,36,24.2,20.9,>=30
MK401DH,81,38,43,18,16,>=30,20,>=30
MK401DJ,81,48,33,31,21,25.3,20,>=30
MK401DN,34,29,5,6,6,>=30,17.6,>=30
MK401DQ,111,65,46,20,18,26,20,>=30
MK401DS,53,29,24,26,24,17.4,18.2,>=30
MK401DU,23,18,5,20,12,22.8,19.8,>=30
MK401DW,3,2,1,1,9,16,15.2,>=30
MK401DX,94,53,41,29,20,>=30,>=30,>=30
MK401DY,72,31,41,52,23,>=30,>=30,>=30
MK401DZ,71,39,32,34,27,>=30,>=30,>=30
MK401EA,126,52,74,51,45,>=30,20,>=30
MK401ED,3,3,0,1,<3,N/A,N/A,N/A
MK401EF,61,35,26,23,20,23.2,20.1,>=30
MK401EG,115,59,56,32,28,>=30,20,>=30
MK401EJ,16,8,8,9,6,16.5,19.6,21
MK401EL,32,13,19,16,11,>=30,19,>=30
MK401EP,6,4,2,6,8,22.8,20,>=30
MK401EQ,187,105,82,91,51,>=30,>=30,>=30
MK401EZ,4,1,3,2,5,>=30,23.7,>=30
MK401HB,3,2,1,2,2,N/A,N/A,N/A
MK401HG,186,186,0,0,0,N/A,N/A,N/A
MK401HJ,5,4,1,3,4,16.3,20.3,20.9
MK401HP,15,9,6,10,8,25.4,16.8,>=30
MK401HS,2,0,2,2,2,N/A,N/A,N/A
MK401HT,36,18,18,16,8,28.1,20.6,>=30
MK401HU,90,47,43,33,23,28.7,22.2,>=30
MK401HZ,7,2,5,2,2,N/A,N/A,N/A
MK401JA,154,84,70,73,54,27.3,21.2,>=30
MK401JB,40,27,13,11,6,21,19.1,>=30
MK401JD,2,1,1,2,1,N/A,N/A,N/A
MK401JE,15,7,8,7,7,21.6,21.9,24.4
MK401JF,12,7,5,6,6,20.1,20,>=30
MK401JH,61,37,24,40,21,>=30,20.2,>=30
MK401JJ,41,24,17,33,9,29.2,27,>=30
MK401JL,45,28,17,31,16,27.7,23.1,>=30
MK401JN,47,23,24,36,13,23.8,23.1,>=30
MK401JP,53,27,26,34,12,>=30,23,>=30
MK401JR,40,25,15,30,11,24.1,24,>=30
MK401JW,39,27,12,29,10,>=30,>=30,>=30
MK401JX,50,20,30,25,19,25.8,20,>=30
MK401LA,4,3,1,2,10,14.8,12.8,24.4
MK401LD,6,2,4,5,6,20.2,23.4,24.4
MK401LJ,1,1,0,1,5,12.8,8.1,22.3
MK401LQ,2,0,2,1,3,17.4,18.6,22.6
MK401LR,2,1,1,2,4,20.9,20.7,24.1
MK401LY,4,1,3,1,0,N/A,N/A,N/A
MK401NE,27,16,11,14,15,17.3,19,22.8
MK401NN,17,9,8,9,10,17.5,18.8,24.4
MK401NS,1,1,0,1,4,14.1,18.4,23.6
MK401NU,3,0,3,1,3,11.5,8.1,18.6
MK401PE,1,0,1,1,2,N/A,N/A,N/A
MK401PW,3,2,1,1,3,10.6,12,19.2
MK401PX,49,18,31,25,17,22.9,21,>=30
MK401QA,7,4,3,1,0,N/A,N/A,N/A
MK401QB,12,9,3,5,8,21.2,16.4,>=30
MK401QE,29,14,15,14,8,24.9,18,>=30
MK401QH,14,8,6,5,7,24.7,18.8,>=30
MK401QN,30,21,9,12,6,>=30,>=30,>=30
MK401QS,81,48,33,21,22,25.8,20,>=30
MK401QT,106,52,54,32,27,>=30,>=30,>=30
MK401QU,84,46,38,29,21,>=30,20.4,>=30
MK401QW,79,50,29,16,15,>=30,>=30,>=30
MK401QX,133,76,57,40,25,>=30,21.5,>=30
MK401RB,34,20,14,16,13,29.4,20,>=30
MK401RD,66,31,35,27,14,>=30,>=30,>=30
MK401RN,13,10,3,8,4,15.4,18.1,20
MK401RY,19,9,10,9,5,21.4,21.8,22.9
MK401RZ,22,8,14,14,8,13.2,15.3,19.9
MK401SL,10,7,3,8,3,16.8,19.2,21.6
MK401SU,5,5,0,3,5,5.9,7.8,8.1
MK401TE,15,6,9,9,7,>=30,>=30,>=30
MK401TF,72,36,36,43,37,>=30,>=30,>=30
MK401TH,77,49,28,44,43,28.2,18.4,>=30
MK401TT,7,4,3,6,6,20,18.9,>=30
MK401TU,63,36,27,36,20,22.1,20.2,>=30
MK402AH,22,14,8,12,11,29.2,20.5,>=30
MK402AJ,122,62,60,59,46,>=30,20,>=30
MK402AL,103,49,54,43,36,29.1,21,>=30
MK402AP,156,86,70,75,51,>=30,22.3,>=30
MK402AR,20,12,8,9,9,19,16.9,>=30
MK402AS,22,9,13,4,4,23.2,25,>=30
MK402AT,9,7,2,3,3,19.5,19,>=30
MK402AU,15,3,12,5,5,23.2,17.6,>=30
MK402AX,18,13,5,6,6,19.8,18.8,>=30
MK402AY,13,7,6,4,4,>=30,19.6,>=30
MK402AZ,123,71,52,50,36,>=30,>=30,>=30
MK402BA,24,11,13,8,5,18.4,19.3,21.8
MK402BB,90,47,43,34,24,>=30,25,>=30
MK402BD,110,49,61,42,32,27,20,>=30
MK402BE,86,42,44,36,35,23.8,20,>=30
MK402BG,28,7,21,5,4,>=30,25,>=30
MK402BN,2,1,1,2,2,N/A,N/A,N/A
MK402BQ,65,36,29,26,23,26.6,>=30,>=30
MK402BU,138,68,70,62,43,25.1,20,>=30
MK402BW,69,26,43,60,16,26.5,20,>=30
MK402BY,62,33,29,14,26,>=30,>=30,>=30
MK402DA,211,62,149,32,36,27,20,>=30
MK402DB,97,25,72,8,9,19,20,>=30
MK402DD,74,42,32,58,29,23.6,20,>=30
MK402DE,18,11,7,12,6,>=30,20,>=30
MK402DG,49,26,23,27,12,22.4,20.6,>=30
MK402DH,19,9,10,9,5,>=30,20,>=30
MK402DJ,10,5,5,3,3,20.8,12.3,>=30
MK402DQ,4,2,2,2,1,N/A,N/A,N/A
MK402DR,16,6,10,12,8,19.3,16.7,>=30
MK402DS,11,4,7,6,6,>=30,>=30,>=30
MK402DT,10,6,4,6,5,23.5,20,>=30
MK402DU,5,2,3,5,5,>=30,16.6,>=30
MK402DW,73,36,37,36,17,23.4,17.5,>=30
MK402DX,138,60,78,48,35,18,16.9,>=30
MK402DY,14,8,6,4,3,18,18.9,21.6
MK402DZ,39,20,19,24,18,20.4,17.9,>=30
MK402EA,39,22,17,21,16,26.9,18.3,>=30
MK402EB,34,15,19,13,10,24.5,19,>=30
MK402ED,83,45,38,46,27,23.3,17.7,>=30
MK402EE,97,56,41,49,43,27,21.6,>=30
MK402EG,80,52,28,47,22,27.9,20,>=30
MK402EJ,18,8,10,16,6,21.3,25,>=30
MK402EN,67,35,32,25,17,28.4,23,>=30
MK402EQ,12,7,5,2,2,N/A,N/A,N/A
MK402ES,79,36,43,38,24,27.2,21.1,>=30
MK402ET,32,15,17,16,13,20.2,20,>=30
MK402EU,61,32,29,24,18,29.9,>=30,>=30
MK402EX,59,36,23,24,21,>=30,20,>=30
MK402EY,7,3,4,7,4,20.8,20,>=30
MK402FB,5,3,2,3,1,N/A,N/A,N/A
MK402FD,7,5,2,3,3,17.5,17.4,24
MK402FE,7,3,4,5,6,16.4,13.3,>=30
MK402FF,19,9,10,10,8,25.2,20.2,>=30
MK402HA,7,4,3,2,2,N/A,N/A,N/A
MK402HB,12,10,2,9,7,27.5,19.6,>=30
MK402HH,40,20,20,8,6,>=30,20,>=30
MK402HJ,26,13,13,12,7,>=30,>=30,>=30
MK402HL,142,62,80,45,30,22.7,19,>=30
MK402HN,11,4,7,5,3,>=30,>=30,>=30
MK402HR,6,4,2,3,3,18.6,18.8,21.6
MK402HT,22,13,9,6,6,>=30,26.4,>=30
MK402HU,36,14,22,12,8,20.3,18.1,>=30
MK402HW,11,6,5,9,3,19.5,21.3,24
MK402HY,44,24,20,20,13,>=30,27.2,>=30
MK402JB,50,30,20,28,8,22.7,24,>=30
MK402JE,127,55,72,44,34,25.5,20.4,>=30
MK402JF,43,21,22,18,8,17.5,18.8,21.3
MK402JH,67,36,31,55,7,>=30,>=30,>=30
MK402JJ,65,34,31,50,21,28.2,>=30,>=30
MK402JL,58,31,27,51,8,19.3,20,24.2
MK402JN,74,34,40,55,13,>=30,>=30,>=30
MK402JR,35,20,15,22,18,27.1,20,>=30
MK402JT,54,27,27,43,6,20.5,20.9,23
MK402JU,38,19,19,18,14,>=30,25.2,>=30
MK402JW,14,5,9,13,2,N/A,N/A,N/A
MK402JX,2,1,1,1,<3,N/A,N/A,N/A
MK402JY,41,17,24,21,18,>=30,20,>=30
MK402JZ,2,1,1,1,<3,N/A,N/A,N/A
MK402LA,5,3,2,2,3,22.7,20,>=30
MK402LB,22,13,9,7,6,>=30,>=30,>=30
MK402LD,5,2,3,1,0,N/A,N/A,N/A
MK402LE,50,24,26,15,17,21.6,16.9,>=30
MK402LH,18,10,8,15,7,13.4,16.3,19
MK402LJ,123,55,68,68,50,27.3,20.4,>=30
MK402LL,84,45,39,55,36,23.9,20,>=30
MK402LN,17,7,10,12,7,>=30,20,>=30
MK402LP,13,5,8,9,7,23.2,24.5,>=30
MK402LQ,25,12,13,8,8,19.4,13.1,>=30
MK402LR,43,18,25,23,16,18.1,12.8,>=30
MK402LS,81,28,53,26,17,24,24.9,>=30
MK402LT,79,48,31,44,30,>=30,>=30,>=30
MK402LU,71,47,24,48,33,>=30,>=30,>=30
MK402LW,31,17,14,12,8,>=30,>=30,>=30
MK402LX,11,6,5,6,5,25.8,20,>=30
MK402LY,56,25,31,29,13,>=30,20,>=30
MK402LZ,89,50,39,41,28,>=30,25.3,>=30
MK402NA,19,10,9,6,6,>=30,>=30,>=30
MK402NB,78,44,34,40,26,26.9,20,>=30
MK402ND,85,44,41,37,25,>=30,20,>=30
MK402NE,29,16,13,12,10,15.8,15.4,>=30
MK402NF,82,33,49,12,14,>=30,27.1,>=30
MK402NG,34,19,15,12,12,>=30,17.2,>=30
MK402NL,12,6,6,6,2,N/A,N/A,N/A
MK402NN,28,14,14,19,10,18,18.8,24.4
MK402NQ,12,6,6,7,6,14,11.9,>=30
MK402NR,49,24,25,25,18,29.2,21,>=30
MK402NS,29,17,12,1,0,N/A,N/A,N/A
MK402NT,73,13,60,0,2,N/A,N/A,N/A
MK402NX,36,28,8,25,12,25.9,20,>=30
MK402NY,14,6,8,10,5,27.2,19,>=30
MK402NZ,35,24,11,13,14,24.5,20,>=30
MK402PB,34,17,17,25,12,28.7,25.5,>=30
MK402PD,29,14,15,14,13,22.4,16.8,>=30
MK402PE,8,5,3,3,4,18.4,18,>=30
MK402PF,3,2,1,2,1,N/A,N/A,N/A
MK402PG,29,16,13,13,12,23.9,22.7,>=30
MK402PH,31,17,14,22,14,28.4,>=30,>=30
MK402PJ,11,6,5,4,2,N/A,N/A,N/A
MK402PL,33,20,13,15,11,>=30,>=30,>=30
MK402PN,12,5,7,8,14,14.8,14.1,>=30
MK402PQ,2,1,1,1,<3,N/A,N/A,N/A
MK402PS,10,4,6,9,7,21,19.9,>=30
MK402PT,54,26,28,23,16,17.8,11.3,>=30
MK402QA,3,1,2,1,2,N/A,N/A,N/A
MK402QD,15,11,4,7,6,>=30,23.9,>=30
MK402QG,10,5,5,6,8,18.2,19,>=30
MK402QH,30,19,11,15,12,29.3,24,>=30
MK402QN,31,13,18,19,14,>=30,>=30,>=30
MK402QS,10,7,3,7,4,13.3,13.1,18.8
MK402QT,7,6,1,3,5,13.4,15.3,20.4
MK402QW,5,3,2,4,3,26.7,>=30,>=30
MK402RB,13,7,6,8,10,>=30,20.8,>=30
MK402RD,10,4,6,4,3,22,18.2,>=30
MK402RE,21,13,8,0,<3,N/A,N/A,N/A
MK402RF,2,1,1,1,3,19.5,20.5,22.3
MK402RG,3,3,0,1,4,22,20.6,>=30
MK402RN,50,25,25,18,13,28.1,22.1,>=30
MK402RP,18,10,8,7,5,21.6,21.8,22.8
MK402RQ,5,3,2,5,3,25.7,24.2,>=30
MK402RR,43,21,22,20,20,16.1,18,>=30
MK402RT,18,10,8,12,12,16.6,18.3,22
MK402RU,53,29,24,18,13,25.2,21.4,>=30
MK402RW,44,23,21,30,22,28.6,21.6,>=30
MK402RX,34,19,15,12,7,>=30,>=30,>=30
MK402RY,20,17,3,6,4,29.9,20,>=30
MK402RZ,7,4,3,5,6,20.6,20.3,>=30
MK402SA,26,12,14,9,6,29.8,20,>=30
MK402SB,17,7,10,12,11,29.6,23.6,>=30
MK402SD,1,1,0,1,4,28.2,14.9,>=30
MK402SE,6,3,3,3,2,N/A,N/A,N/A
MK402SF,23,12,11,12,9,23.6,21.5,>=30
MK402SG,9,6,3,9,4,>=30,>=30,>=30
MK402SL,9,6,3,6,3,>=30,>=30,>=30
MK402SR,24,17,7,14,7,16.2,18,23.9
MK402SU,8,4,4,4,2,N/A,N/A,N/A
MK402SZ,4,3,1,4,0,N/A,N/A,N/A
MK402TA,16,12,4,9,6,23.4,21.7,>=30
MK402TB,42,16,26,23,19,27.5,20,>=30
MK402TD,18,9,9,9,7,22.4,20,>=30
MK402TH,11,3,8,5,9,20.5,21.1,>=30
MK402TJ,1,1,0,1,3,18.6,20,20.1
MK402TP,95,49,46,65,35,29.6,23.1,>=30
MK402TR,98,42,56,30,20,24,20.4,>=30
MK402TT,8,2,6,4,1,N/A,N/A,N/A
MK402TU,260,250,10,0,0,N/A,N/A,N/A
MK402TW,102,59,43,52,39,24.4,21.9,>=30
MK402TX,42,21,21,16,15,>=30,>=30,>=30
MK402TZ,26,14,12,14,7,>=30,24.4,>=30
MK402UA,5,2,3,0,0,N/A,N/A,N/A
MK402UD,195,112,83,146,3,15.1,18.4,18.7
MK402UH,58,11,47,51,14,21,18.5,>=30
MK402UJ,14,7,7,9,7,24.7,16.1,>=30
MK402UT,30,12,18,26,3,18.5,21,21
MK402UU,81,33,48,49,31,>=30,>=30,>=30
MK402UX,44,12,32,42,12,18.5,16.3,>=30
MK402XU,30,14,16,17,13,>=30,>=30,>=30
MK403AA,55,25,30,25,22,>=30,>=30,>=30
MK403AD,58,31,27,30,20,>=30,>=30,>=30
MK403AE,34,18,16,24,22,26.8,25,>=30
MK403AF,74,35,39,48,28,28.1,25,>=30
MK403AG,56,27,29,22,18,>=30,20,>=30
MK403AJ,6,4,2,2,<3,N/A,N/A,N/A
MK403AL,20,13,7,13,7,>=30,>=30,>=30
MK403AN,29,15,14,14,10,21.3,20,>=30
MK403AP,53,27,26,17,16,24.3,>=30,>=30
MK403AR,9,4,5,5,5,28.9,>=30,>=30
MK403AS,11,6,5,6,4,11.3,9.1,20
MK403AT,45,22,23,15,14,23.2,14.6,>=30
MK403AU,20,11,9,8,6,16.4,17.6,>=30
MK403AW,17,8,9,8,8,20.9,14.3,>=30
MK403AX,71,32,39,26,20,25,20,>=30
MK403AY,22,12,10,13,9,28,>=30,>=30
MK403AZ,36,15,21,22,9,23.7,>=30,>=30
MK403BA,65,25,40,29,19,21.1,20,>=30
MK403BB,53,27,26,25,22,24.3,15.6,>=30
MK403BD,29,18,11,9,7,27,20,>=30
MK403BE,36,16,20,16,12,26.7,>=30,>=30
MK403BG,29,15,14,15,9,16.3,9.2,>=30
MK403BH,40,19,21,14,11,29,20,>=30
MK403BJ,68,25,43,34,19,20.8,13.3,>=30
MK403BL,55,27,28,22,21,24.8,20,>=30
MK403BQ,32,13,19,13,8,26.7,11.7,>=30
MK403BS,25,11,14,10,9,25.8,20,>=30
MK403BT,82,44,38,35,29,25.7,18,>=30
MK403BU,6,2,4,5,3,21.5,13.4,>=30
MK403BY,169,96,73,84,54,>=30,>=30,>=30
MK403BZ,67,33,34,38,24,28,>=30,>=30
MK403DA,81,48,33,42,28,>=30,>=30,>=30
MK403DB,39,21,18,16,11,>=30,>=30,>=30
MK403DD,81,39,42,29,24,28.9,20,>=30
MK403DE,75,40,35,29,25,23.8,20,>=30
MK403DF,42,25,17,13,10,23.7,16.6,>=30
MK403DG,53,27,26,25,20,>=30,20,>=30
MK403DH,86,46,40,38,30,>=30,>=30,>=30
MK403DJ,87,49,38,27,25,>=30,>=30,>=30
MK403DL,98,53,45,38,31,25.1,20,>=30
MK403DN,23,9,14,11,10,23.1,20,>=30
MK403DP,32,15,17,15,12,19.9,12.3,>=30
MK403DQ,45,21,24,15,16,26,18.8,>=30
MK403DR,43,22,21,19,12,>=30,20,>=30
MK403DS,8,4,4,5,4,21.1,12.7,>=30
MK403DT,24,13,11,10,10,24.1,20,>=30
MK403DU,83,38,45,44,27,24.9,20,>=30
MK403DW,64,36,28,23,21,22.2,18.6,>=30
MK403DX,59,25,34,32,21,16.8,11.3,>=30
MK403DY,29,15,14,16,11,19.5,17.8,>=30
MK403EA,17,8,9,8,7,23.2,20,>=30
MK403EB,72,36,36,26,22,>=30,>=30,>=30
MK403EE,37,18,19,13,12,>=30,20,>=30
MK403EF,30,12,18,15,11,26.2,11.3,>=30
MK403EG,30,13,17,12,9,28.5,20,>=30
MK403EJ,30,15,15,17,14,17.8,12.2,>=30
MK403EL,47,24,23,16,12,25.3,20,>=30
MK403EN,50,26,24,17,13,20.7,20,>=30
MK403EP,12,7,5,5,5,>=30,20,>=30
MK403EQ,20,11,9,8,6,>=30,>=30,>=30
MK403EU,18,13,5,10,12,16.7,17.7,23.6
MK403EW,11,7,4,3,3,5.6,6.9,7.6
MK403FE,53,23,30,39,16,14.4,14.7,18.1
MK403FG,98,64,34,67,46,15.7,16.3,20.8
MK403GB,73,44,29,22,19,9.1,8.5,16.1
MK403GD,27,13,14,9,6,9.1,9.4,15.2
MK403HD,55,22,33,15,12,21.7,16.1,>=30
MK403HP,37,18,19,9,5,29.2,24,>=30
MK403HS,8,5,3,6,5,17.2,18.4,24
MK403JA,35,15,20,31,13,16.1,15.5,>=30
MK403JB,27,19,8,12,14,>=30,25.3,>=30
MK403JD,9,4,5,4,4,19,19.4,21
MK403JG,16,9,7,10,11,20.4,21.8,23.7
MK403JJ,14,7,7,6,13,18.2,19.9,23.6
MK403JN,69,32,37,35,31,29.3,20,>=30
MK403JP,12,5,7,10,7,20.7,20,>=30
MK403JR,30,16,14,14,16,19.1,20,>=30
MK403JT,18,8,10,9,4,15.7,17.4,21.8
MK403JW,62,21,41,31,29,22.8,20,>=30
MK403JY,1,1,0,1,5,18.7,18.2,23.9
MK403LH,16,8,8,5,3,18.7,18.7,19.8
MK403ND,31,20,11,19,7,29.6,20,>=30
MK403NE,34,22,12,19,16,>=30,>=30,>=30
MK403NR,42,14,28,36,4,18,12,>=30
MK403NX,18,10,8,8,8,24.3,19,>=30
MK403NZ,20,5,15,17,6,21.1,18.1,>=30
MK403PA,8,3,5,6,3,13.4,13.7,19.4
MK403PB,23,13,10,14,8,17.8,16.1,>=30
MK403PD,25,14,11,9,7,>=30,>=30,>=30
MK403PE,46,23,23,29,24,21.2,20,>=30
MK403PG,108,42,66,48,38,27,20,>=30
MK403PH,69,34,35,27,24,>=30,>=30,>=30
MK403PJ,89,51,38,37,30,>=30,>=30,>=30
MK403PL,65,34,31,23,20,>=30,20,>=30
MK403PN,21,13,8,10,4,24.3,25,>=30
MK403PP,34,19,15,19,12,>=30,>=30,>=30
MK403PQ,134,66,68,44,44,29.4,20,>=30
MK403PR,37,18,19,12,11,29.9,20,>=30
MK403PS,35,19,16,16,13,>=30,20,>=30
MK403PT,45,22,23,21,16,>=30,>=30,>=30
MK403PW,67,32,35,13,9,>=30,18.5,>=30
MK403PX,50,16,34,10,7,22.9,14.3,>=30
MK403PY,2,1,1,1,0,N/A,N/A,N/A
MK403PZ,4,3,1,1,0,N/A,N/A,N/A
MK403QA,23,12,11,7,7,24,20.4,>=30
MK403QB,48,25,23,27,20,27.4,20.2,>=30
MK403QD,17,8,9,8,7,>=30,20,>=30
MK403QH,19,8,11,8,5,>=30,>=30,>=30
MK403QJ,8,3,5,4,4,19.5,20,>=30
MK403QL,69,38,31,29,24,19.6,9.7,>=30
MK403QN,44,20,24,14,9,>=30,>=30,>=30
MK403QP,11,6,5,5,5,>=30,15.4,>=30
MK403QR,25,10,15,9,8,20.3,15.4,>=30
MK403QS,84,43,41,44,37,>=30,20,>=30
MK403QT,117,61,56,54,43,29.3,19.8,>=30
MK403QU,106,50,56,54,45,29.1,20,>=30
MK403QW,107,53,54,43,34,>=30,20,>=30
MK403QX,15,6,9,7,6,19.8,17.8,>=30
MK403QZ,105,48,57,49,38,24.8,20,>=30
MK403RA,33,19,14,15,14,18.1,15.7,>=30
MK403RB,82,34,48,38,27,>=30,>=30,>=30
MK403RD,74,32,42,32,29,24.6,20,>=30
MK403RE,57,24,33,30,25,27.4,20,>=30
MK403RF,7,3,4,6,5,14.6,10.9,>=30
MK403RG,6,2,4,4,4,22.9,22.4,>=30
MK403RH,96,43,53,56,43,>=30,25,>=30
MK403RJ,109,57,52,52,45,26.6,20,>=30
MK403RL,46,21,25,22,16,25.6,20,>=30
MK403RN,46,22,24,18,18,28,20,>=30
MK403RQ,58,28,30,22,23,29,20,>=30
MK403RS,15,7,8,7,5,27.2,>=30,>=30
MK403RT,21,7,14,11,10,>=30,25,>=30
MK403RU,24,18,6,10,7,22.5,13.8,>=30
MK403RW,43,12,31,40,12,19.2,19.8,>=30
MK403RX,10,4,6,3,2,N/A,N/A,N/A
MK403RY,61,31,30,26,22,26.9,20,>=30
MK403RZ,8,3,5,4,2,N/A,N/A,N/A
MK403SA,64,26,38,23,18,27.2,25,>=30
MK403SB,80,40,40,30,23,25.5,>=30,>=30
MK403SD,44,22,22,15,15,>=30,>=30,>=30
MK403SE,26,15,11,9,8,25,15.3,>=30
MK403SF,53,32,21,22,17,>=30,>=30,>=30
MK403SG,68,32,36,33,26,23.4,20,>=30
MK403SH,66,36,30,27,20,>=30,>=30,>=30
MK403SJ,63,33,30,24,23,19.1,13.6,>=30
MK403SL,28,13,15,10,8,23.8,20,>=30
MK403SN,25,16,9,9,8,>=30,>=30,>=30
MK403SP,8,5,3,4,5,>=30,>=30,>=30
MK403SQ,69,35,34,33,26,21.7,20,>=30
MK403SR,30,12,18,11,10,>=30,20,>=30
MK403SS,36,14,22,13,14,>=30,>=30,>=30
MK403ST,19,6,13,6,5,>=30,20,>=30
MK403SU,4,2,2,2,<3,N/A,N/A,N/A
MK403SW,29,14,15,9,7,18.9,16.7,>=30
MK403SX,51,22,29,21,18,>=30,25,>=30
MK403SY,69,30,39,27,26,28.1,>=30,>=30
MK403SZ,63,32,31,30,22,29,17,>=30
MK403TA,75,34,41,36,31,25.9,20,>=30
MK403TB,62,28,34,31,21,26.9,20,>=30
MK403TD,38,22,16,15,14,>=30,>=30,>=30
MK403TE,22,7,15,8,8,24.9,25,>=30
MK403TF,19,10,9,10,8,23.9,25,>=30
MK403TG,62,27,35,33,24,29.1,>=30,>=30
MK403TH,58,29,29,24,21,>=30,>=30,>=30
MK403TJ,68,34,34,28,26,28.3,17.8,>=30
MK403TL,8,4,4,6,5,18.7,15.7,>=30
MK403TP,22,12,10,8,6,>=30,>=30,>=30
MK403TQ,56,24,32,29,21,22.4,20,>=30
MK403TR,5,3,2,2,<3,N/A,N/A,N/A
MK403TS,35,19,16,13,14,>=30,>=30,>=30
MK403TT,53,28,25,20,18,28.1,>=30,>=30
MK403TU,42,18,24,17,14,19.5,12.2,>=30
MK403TX,18,4,14,7,5,>=30,20,>=30
MK403TY,39,21,18,16,13,24.1,20,>=30
MK403TZ,20,10,10,7,5,>=30,>=30,>=30
MK403UA,27,14,13,10,7,>=30,>=30,>=30
MK403UB,17,7,10,9,5,9.3,8.9,20
MK403UD,60,29,31,21,19,28,20,>=30
MK403UE,43,21,22,20,14,20.2,25,>=30
MK403UF,47,25,22,16,16,22.4,20,>=30
MK403UG,47,22,25,25,20,25.9,20,>=30
MK403UH,32,14,18,13,10,18.5,7.7,>=30
MK403UJ,22,6,16,6,7,21,20,>=30
MK403UL,77,40,37,28,23,24.8,20,>=30
MK403UN,63,27,36,24,23,28.2,20,>=30
MK403UQ,55,22,33,26,24,23.8,11.2,>=30
MK403UR,21,11,10,12,9,22.4,20,>=30
MK403US,10,7,3,4,8,14.8,14.7,24.4
MK403UT,23,12,11,12,8,18.7,18.4,22.7
MK403UX,15,9,6,10,9,13.2,7.7,>=30
MK403UZ,119,63,56,72,50,20.4,16.3,>=30
MK404AA,56,30,26,19,28,>=30,22.9,>=30
MK404AB,24,10,14,10,10,11.1,6.7,28.3
MK404AD,53,28,25,22,18,8.6,6,18.2
MK404AE,88,45,43,39,33,10.2,6.4,29
MK404AF,136,66,70,42,39,17.5,10.7,>=30
MK404AG,29,16,13,13,12,21.7,26.6,>=30
MK404AH,57,29,28,21,20,4.8,3.9,18.6
MK404AJ,5,2,3,2,2,N/A,N/A,N/A
MK404AL,24,10,14,12,7,12,4.5,>=30
MK404AN,25,14,11,15,9,11.6,5,>=30
MK404AP,7,4,3,2,<3,N/A,N/A,N/A
MK404AQ,17,10,7,5,3,5.2,5.8,8.1
MK404AR,81,35,46,32,25,6.9,3.5,23
MK404AS,53,26,27,21,20,2.8,2.9,4.8
MK404AT,54,29,25,19,16,21.8,8,>=30
MK404AU,80,41,39,28,27,15.7,10.8,>=30
MK404AW,4,2,2,3,4,3.9,4.1,5.7
MK404AX,65,31,34,24,21,20.6,10.7,>=30
MK404AY,48,28,20,18,14,23.9,19.2,>=30
MK404AZ,46,25,21,19,18,25,>=30,>=30
MK404BA,4,1,3,3,3,22.5,22.5,>=30
MK404BB,53,26,27,20,15,21.4,6.8,>=30
MK404BD,45,19,26,22,19,13.1,4.9,>=30
MK404BE,34,17,17,14,14,9.4,6,26
MK404BF,74,36,38,29,26,3.8,4,8.1
MK404BG,38,21,17,16,11,15.1,6.5,>=30
MK404BH,45,21,24,17,17,18.5,4,>=30
MK404BJ,22,10,12,8,9,12.2,5.3,>=30
MK404BL,21,12,9,8,8,3.8,3,9.7
MK404BN,17,8,9,7,4,17.7,17.7,20
MK404BP,14,9,5,3,2,N/A,N/A,N/A
MK404BQ,5,2,3,3,2,N/A,N/A,N/A
MK404BS,61,32,29,19,16,26.6,18.6,>=30
MK404BT,15,7,8,7,3,>=30,10.2,>=30
MK404BU,3,1,2,1,<3,N/A,N/A,N/A
MK404BW,30,15,15,9,6,26.6,16,>=30
MK404BX,72,28,44,28,24,28.1,20,>=30
MK404BY,84,42,42,34,27,>=30,20,>=30
MK404BZ,58,35,23,27,24,27.2,20,>=30
MK404DA,44,19,25,22,20,25,17.5,>=30
MK404DB,33,14,19,13,7,18.2,13.2,>=30
MK404DD,25,12,13,5,5,27.6,20,>=30
MK404DE,12,5,7,7,4,>=30,>=30,>=30
MK404DF,84,46,38,23,23,>=30,20,>=30
MK404DG,49,23,26,21,13,20.7,14.3,>=30
MK404DH,20,8,12,6,6,17.1,6.2,>=30
MK404DJ,3,2,1,3,1,N/A,N/A,N/A
MK404DL,13,4,9,5,6,>=30,>=30,>=30
MK404DN,85,50,35,29,20,>=30,23.7,>=30
MK404DP,94,45,49,32,19,25.8,20,>=30
MK404DQ,73,40,33,27,23,25.4,20,>=30
MK404DR,116,61,55,35,26,21.9,20,>=30
MK404DS,110,60,50,48,29,22.8,20,>=30
MK404DT,27,16,11,8,12,29.4,>=30,>=30
MK404DU,81,38,43,24,22,25.1,20,>=30
MK404DW,209,111,98,57,45,25.9,20,>=30
